"das Verhältnis, -se<br>... ein Arbeitsverhältnis, mit dem er seinen Lebensunterhalt verdient.","the relationship, -s<br>... an employment relationship that provides his income."
"gelingen (ist gelungen)<br>Hast du einen Freund, dem immer alles gelingt?","to succeed (has succeeded)<br>Do you have a friend who always succeeds?"
"der Rat (Sg.)<br>Kennst du jemanden, der dir schon einmal einen wichtigen Rat gegeben hat?","the advice (sg.)<br>Do you know someone who's ever given you important advice?"
"zuletzt<br>Erinnerst du dich an die Person, die dir zuletzt etwas geschenkt hat?","last<br>Do you remember the person who last gave you a gift?"
"verlassen (hat verlassen)<br>Die Komödie erzählt die Geschichte von Hüseyin Yilmaz und seiner Familie, die Ende der 1960er ihre Heimat Türkei verlassen und nach Deutschland auswandern.","to leave (left)<br>The comedy tells the story of Hüseyin Yilmaz and his family who left their homeland Turkey in the late 1960s and migrated to Germany."
"begleiten (hat begleitet)<br>Der Film begleitet die Familie auf eine gemeinsame Reise in die Türkei.","to accompany (accompanied)<br>The film accompanies the family on a joint trip to Turkey."
"die Kiste, -n<br>Eines Tages wird eine Kiste ans Ufer gespült.","the box, -es<br>One day a box is washed ashore."
"spülen (hat gespült)<br>Eines Tages wird eine Kiste ans Ufer gespült.","to wash ashore (washed)<br>One day a box is washed ashore."
"außen<br>Außen steht „Panama“ - innen riecht sie nach Bananen.","outside<br>Outside it says 'Panama' - inside it smells of bananas."
"innen<br>Außen steht „Panama“ - innen riecht sie nach Bananen.","inside<br>Outside it says 'Panama' - inside it smells of bananas."
"begegnen (ist begegnet)<br>Auf ihrer Reise begegnen sie vielen Tieren und erleben zahlreiche Abenteuer.","to encounter (encountered)<br>On their journey they encounter many animals and experience numerous adventures."
"das Abenteuer, -<br>Auf ihrer Reise begegnen sie vielen Tieren und erleben zahlreiche Abenteuer.","the adventure, -s<br>On their journey they encounter many animals and experience numerous adventures."
"erfüllen (sich)<br>Sie will ihrem Großvater einen Wunsch erfüllen: noch einmal Venedig sehen.","to fulfill (fulfilled)<br>She wants to fulfill her grandfather's wish: to see Venice one more time."
"dafür<br>Ich bin (auch) dafür. Gute Idee!","for that<br>I'm (also) for it. Good idea!"
"zustimmen (hat zugestimmt)<br>zustimmen/sich einigen","to agree (agreed)<br>to agree/reach an agreement"
"die Medien (PI.)<br>Die Fernsehsender ARD und ZDF haben rund 4000 Deutsche befragt, wie lange sie jeden Tag die Medien nutzen.","the media (pl.)<br>TV stations ARD and ZDF surveyed around 4000 Germans on how long they use media daily."
"der Rundfunk (Sg.)<br>Auch der Rundfunk bleibt für die Deutschen mit rund drei Stunden pro Tag weiter wichtig.","the broadcasting (sg.)<br>Broadcasting remains important for Germans with about three hours daily."
"knapp<br>Das Fernsehen ist mit knapp dreieinhalb Stunden ... pro Tag für die Deutschen am wichtigsten.","barely<br>TV is the most important with barely three and a half hours daily for Germans."
"doppelt<br>Musik von CD oder MP3 hören die jungen Deutschen zwischen 14 und 29 ungefähr doppelt so viel wie der Rest der Deutschen.","double<br>Listening to music from CDs or MP3s, Germans aged 14-29 do it about double as much as the rest of Germans."
"relativ<br>DVDs sind mit unter 10 Minuten pro Tag für alle relativ unwichtig.","relatively<br>DVDs are relatively unimportant with under 10 minutes daily for everyone."
